"Country"	"variable"	"value"	"Year"
"Kuwait"	"Total Adult Population (thousands)"	2682	"2014"
"Kyrgyz Republic"	"Total Adult Population (thousands)"	3496	"2014"
"Lao PDR"	"Total Adult Population (thousands)"	3580	"2014"
"Latvia"	"Total Adult Population (thousands)"	1612	"2014"
"Lebanon"	"Total Adult Population (thousands)"	3718	"2014"
"Lesotho"	"Total Adult Population (thousands)"	1093	"2014"
"Liberia"	"Total Adult Population (thousands)"	2063	"2014"
"Libya"	"Total Adult Population (thousands)"	3891	"2014"
"Lithuania"	"Total Adult Population (thousands)"	2325	"2014"
"Luxembourg"	"Total Adult Population (thousands)"	432	"2014"
"Macedonia, FYR"	"Total Adult Population (thousands)"	1579	"2014"
"Madagascar"	"Total Adult Population (thousands)"	11031	"2014"
"Malawi"	"Total Adult Population (thousands)"	7268	"2014"
"Malaysia"	"Total Adult Population (thousands)"	19628	"2014"
"Maldives"	"Total Adult Population (thousands)"	226	"2014"
"Mali"	"Total Adult Population (thousands)"	7170	"2014"
"Malta"	"Total Adult Population (thousands)"	329	"2014"
"Mauritania"	"Total Adult Population (thousands)"	1959	"2014"
"Mauritius"	"Total Adult Population (thousands)"	918	"2014"
"Mexico"	"Total Adult Population (thousands)"	78323	"2014"
"Micronesia, Fed. Sts."	"Total Adult Population (thousands)"	54	"2014"
"Moldova"	"Total Adult Population (thousands)"	3171	"2014"
"Mongolia"	"Total Adult Population (thousands)"	1863	"2014"
"Montenegro"	"Total Adult Population (thousands)"	464	"2014"
"Morocco"	"Total Adult Population (thousands)"	21628	"2014"
"Mozambique"	"Total Adult Population (thousands)"	11861	"2014"
"Myanmar"	"Total Adult Population (thousands)"	33532	"2014"
"Namibia"	"Total Adult Population (thousands)"	1252	"2014"
"Nepal"	"Total Adult Population (thousands)"	15525	"2014"
"Netherlands"	"Total Adult Population (thousands)"	13057	"2014"
"New Zealand"	"Total Adult Population (thousands)"	3274	"2014"
"Nicaragua"	"Total Adult Population (thousands)"	3570	"2014"
"Niger"	"Total Adult Population (thousands)"	7538	"2014"
"Nigeria"	"Total Adult Population (thousands)"	81017	"2014"
"Norway"	"Total Adult Population (thousands)"	3887	"2014"
"Oman"	"Total Adult Population (thousands)"	3067	"2014"
"Pakistan"	"Total Adult Population (thousands)"	100682	"2014"
"Panama"	"Total Adult Population (thousands)"	2465	"2014"
"Papua New Guinea"	"Total Adult Population (thousands)"	3869	"2014"
"Paraguay"	"Total Adult Population (thousands)"	3864	"2014"
"Peru"	"Total Adult Population (thousands)"	19459	"2014"
"Philippines"	"Total Adult Population (thousands)"	57094	"2014"
"Poland"	"Total Adult Population (thousands)"	30797	"2014"
"Portugal"	"Total Adult Population (thousands)"	8373	"2014"
"Qatar"	"Total Adult Population (thousands)"	1728	"2014"
"Romania"	"Total Adult Population (thousands)"	15541	"2014"
"Russian Federation"	"Total Adult Population (thousands)"	113366	"2014"
"Rwanda"	"Total Adult Population (thousands)"	5461	"2014"
"St. Lucia"	"Total Adult Population (thousands)"	124	"2014"
"St. Vincent and the Grenadines"	"Total Adult Population (thousands)"	71	"2014"
"Samoa"	"Total Adult Population (thousands)"	98	"2014"
"Sao Tome and Principe"	"Total Adult Population (thousands)"	88	"2014"
"Saudi Arabia"	"Total Adult Population (thousands)"	19451	"2014"
"Senegal"	"Total Adult Population (thousands)"	6705	"2014"
"Serbia"	"Total Adult Population (thousands)"	6867	"2014"
"Seychelles"	"Total Adult Population (thousands)"	68	"2014"
"Sierra Leone"	"Total Adult Population (thousands)"	2942	"2014"
"Singapore"	"Total Adult Population (thousands)"	4272	"2014"
"Slovakia"	"Total Adult Population (thousands)"	4308	"2014"
"Slovenia"	"Total Adult Population (thousands)"	1668	"2014"
"Solomon Islands"	"Total Adult Population (thousands)"	282	"2014"
"South Africa"	"Total Adult Population (thousands)"	32733	"2014"
"South Korea"	"Total Adult Population (thousands)"	39540	"2014"
"Spain"	"Total Adult Population (thousands)"	37289	"2014"
"Sri Lanka"	"Total Adult Population (thousands)"	13928	"2014"
"Sudan"	"Total Adult Population (thousands)"	19072	"2014"
"Suriname"	"Total Adult Population (thousands)"	346	"2014"
"Swaziland"	"Total Adult Population (thousands)"	643	"2014"
"Sweden"	"Total Adult Population (thousands)"	7516	"2014"
"Switzerland"	"Total Adult Population (thousands)"	6554	"2014"
"Syria"	"Total Adult Population (thousands)"	9782	"2014"
"Tajikistan"	"Total Adult Population (thousands)"	4528	"2014"
"Tanzania"	"Total Adult Population (thousands)"	23013	"2014"
"Thailand"	"Total Adult Population (thousands)"	51087	"2014"
"Timor-Leste"	"Total Adult Population (thousands)"	544	"2014"
"Togo"	"Total Adult Population (thousands)"	3359	"2014"
"Tonga"	"Total Adult Population (thousands)"	56	"2014"
"Trinidad and Tobago"	"Total Adult Population (thousands)"	987	"2014"
"Tunisia"	"Total Adult Population (thousands)"	7693	"2014"
"Turkey"	"Total Adult Population (thousands)"	50785	"2014"
"Turkmenistan"	"Total Adult Population (thousands)"	3320	"2014"
"Uganda"	"Total Adult Population (thousands)"	15337	"2014"
"Ukraine"	"Total Adult Population (thousands)"	36203	"2014"
"United Arab Emirates"	"Total Adult Population (thousands)"	7378	"2014"
"United Kingdom"	"Total Adult Population (thousands)"	49085	"2014"
"United States"	"Total Adult Population (thousands)"	237455	"2014"
"Uruguay"	"Total Adult Population (thousands)"	2421	"2014"
"Uzbekistan"	"Total Adult Population (thousands)"	18332	"2014"
"Vanuatu"	"Total Adult Population (thousands)"	138	"2014"
"Venezuela, RB"	"Total Adult Population (thousands)"	19199	"2014"
"Viet Nam"	"Total Adult Population (thousands)"	63770	"2014"
"Yemen, Rep."	"Total Adult Population (thousands)"	12531	"2014"
"Zambia"	"Total Adult Population (thousands)"	6772	"2014"
"Zimbabwe"	"Total Adult Population (thousands)"	7247	"2014"
"World"	"Total Adult Population (thousands)"	4713046	"2014"
"Afghanistan"	"Adult population - not overweight (thousands)"	11474,5	"2014"
"Albania"	"Adult population - not overweight (thousands)"	1001,3	"2014"
"Algeria"	"Adult population - not overweight (thousands)"	10842	"2014"
"Angola"	"Adult population - not overweight (thousands)"	7360,7	"2014"
"Antigua and Barbuda"	"Adult population - not overweight (thousands)"	23,2	"2014"
"Argentina"	"Adult population - not overweight (thousands)"	10627,1	"2014"
"Armenia"	"Adult population - not overweight (thousands)"	1035,6	"2014"
"Australia"	"Adult population - not overweight (thousands)"	6462,8	"2014"
"Austria"	"Adult population - not overweight (thousands)"	3099	"2014"
"Azerbaijan"	"Adult population - not overweight (thousands)"	2958	"2014"
"Bahamas, The"	"Adult population - not overweight (thousands)"	97,2	"2014"
"Bahrain"	"Adult population - not overweight (thousands)"	332,2	"2014"
"Bangladesh"	"Adult population - not overweight (thousands)"	78919,2	"2014"
"Barbados"	"Adult population - not overweight (thousands)"	89,4	"2014"
"Belarus"	"Adult population - not overweight (thousands)"	3269,2	"2014"
"Belgium"	"Adult population - not overweight (thousands)"	3623	"2014"
"Belize"	"Adult population - not overweight (thousands)"	92,6	"2014"
"Benin"	"Adult population - not overweight (thousands)"	3661,7	"2014"
"Bhutan"	"Adult population - not overweight (thousands)"	361,5	"2014"
"Bolivia"	"Adult population - not overweight (thousands)"	2817,4	"2014"
"Bosnia and Herzegovina"	"Adult population - not overweight (thousands)"	1549,9	"2014"
"Botswana"	"Adult population - not overweight (thousands)"	729,9	"2014"
"Brazil"	"Adult population - not overweight (thousands)"	64438,2	"2014"
"Brunei Darussalam"	"Adult population - not overweight (thousands)"	157,2	"2014"
"Bulgaria"	"Adult population - not overweight (thousands)"	2563,1	"2014"
"Burkina Faso"	"Adult population - not overweight (thousands)"	5980,8	"2014"
"Burundi"	"Adult population - not overweight (thousands)"	4103,1	"2014"
"Cabo Verde"	"Adult population - not overweight (thousands)"	196,6	"2014"
"Cambodia"	"Adult population - not overweight (thousands)"	7360,3	"2014"
"Cameroon"	"Adult population - not overweight (thousands)"	7289,1	"2014"
"Canada"	"Adult population - not overweight (thousands)"	9878,4	"2014"
"Central African Republic"	"Adult population - not overweight (thousands)"	1913,9	"2014"
"Chad"	"Adult population - not overweight (thousands)"	4302,1	"2014"
"Chile"	"Adult population - not overweight (thousands)"	4620,6	"2014"
"China"	"Adult population - not overweight (thousands)"	673132,7	"2014"
"Colombia"	"Adult population - not overweight (thousands)"	13979,1	"2014"
"Comoros"	"Adult population - not overweight (thousands)"	286,1	"2014"
"Congo, Rep."	"Adult population - not overweight (thousands)"	1503,7	"2014"
"Costa Rica"	"Adult population - not overweight (thousands)"	1313,2	"2014"
"Cote d'Ivoire"	"Adult population - not overweight (thousands)"	7206,3	"2014"
"Croatia"	"Adult population - not overweight (thousands)"	1490	"2014"
"Cuba"	"Adult population - not overweight (thousands)"	3810,5	"2014"
"Cyprus"	"Adult population - not overweight (thousands)"	354,4	"2014"
"Czech Republic"	"Adult population - not overweight (thousands)"	3366,7	"2014"
"Congo, Dem. Rep."	"Adult population - not overweight (thousands)"	25650,3	"2014"
"Denmark"	"Adult population - not overweight (thousands)"	1921	"2014"
"Djibouti"	"Adult population - not overweight (thousands)"	349,5	"2014"
"Dominican Republic"	"Adult population - not overweight (thousands)"	2874,2	"2014"
"Ecuador"	"Adult population - not overweight (thousands)"	4352	"2014"
"Egypt, Arab Rep."	"Adult population - not overweight (thousands)"	19386,9	"2014"
"El Salvador"	"Adult population - not overweight (thousands)"	1643,6	"2014"
"Equatorial Guinea"	"Adult population - not overweight (thousands)"	266,3	"2014"
"Eritrea"	"Adult population - not overweight (thousands)"	1959,8	"2014"
"Estonia"	"Adult population - not overweight (thousands)"	477,5	"2014"
"Ethiopia"	"Adult population - not overweight (thousands)"	36955,9	"2014"
"Fiji"	"Adult population - not overweight (thousands)"	203,8	"2014"
"Finland"	"Adult population - not overweight (thousands)"	1918,1	"2014"
"France"	"Adult population - not overweight (thousands)"	19963,8	"2014"
"Gabon"	"Adult population - not overweight (thousands)"	533,7	"2014"
"Gambia, The"	"Adult population - not overweight (thousands)"	589,6	"2014"
"Georgia"	"Adult population - not overweight (thousands)"	1449,3	"2014"
"Germany"	"Adult population - not overweight (thousands)"	29024,3	"2014"
"Ghana"	"Adult population - not overweight (thousands)"	9196,1	"2014"
"Greece"	"Adult population - not overweight (thousands)"	3474,7	"2014"
"Grenada"	"Adult population - not overweight (thousands)"	30,3	"2014"
"Guatemala"	"Adult population - not overweight (thousands)"	3892,7	"2014"
"Guinea"	"Adult population - not overweight (thousands)"	4343,5	"2014"
"Guinea-Bissau"	"Adult population - not overweight (thousands)"	658,4	"2014"
"Guyana"	"Adult population - not overweight (thousands)"	212,7	"2014"
"Haiti"	"Adult population - not overweight (thousands)"	3600	"2014"
"Honduras"	"Adult population - not overweight (thousands)"	2163,9	"2014"
"Hungary"	"Adult population - not overweight (thousands)"	3397,8	"2014"
"Iceland"	"Adult population - not overweight (thousands)"	102,5	"2014"
"India"	"Adult population - not overweight (thousands)"	643148,5	"2014"
"Indonesia"	"Adult population - not overweight (thousands)"	122112,7	"2014"
"Iran, Islamic Rep."	"Adult population - not overweight (thousands)"	21461,5	"2014"
"Iraq"	"Adult population - not overweight (thousands)"	7035,1	"2014"
"Ireland"	"Adult population - not overweight (thousands)"	1326,9	"2014"
"Israel"	"Adult population - not overweight (thousands)"	1890	"2014"
"Italy"	"Adult population - not overweight (thousands)"	19863	"2014"
"Jamaica"	"Adult population - not overweight (thousands)"	808,2	"2014"
"Japan"	"Adult population - not overweight (thousands)"	79749,9	"2014"
"Jordan"	"Adult population - not overweight (thousands)"	1356,9	"2014"
"Kazakhstan"	"Adult population - not overweight (thousands)"	4946	"2014"
"Kenya"	"Adult population - not overweight (thousands)"	15879,6	"2014"
"Kiribati"	"Adult population - not overweight (thousands)"	15,3	"2014"
"Kuwait"	"Adult population - not overweight (thousands)"	719,8	"2014"
"Kyrgyz Republic"	"Adult population - not overweight (thousands)"	1867,1	"2014"
"Lao PDR"	"Adult population - not overweight (thousands)"	2919,6	"2014"
"Latvia"	"Adult population - not overweight (thousands)"	682,8	"2014"
"Lebanon"	"Adult population - not overweight (thousands)"	1276,1	"2014"
"Lesotho"	"Adult population - not overweight (thousands)"	698,4	"2014"
"Liberia"	"Adult population - not overweight (thousands)"	1540	"2014"
"Libya"	"Adult population - not overweight (thousands)"	1355,9	"2014"
"Lithuania"	"Adult population - not overweight (thousands)"	942,8	"2014"
"Luxembourg"	"Adult population - not overweight (thousands)"	183,1	"2014"
"Macedonia, FYR"	"Adult population - not overweight (thousands)"	732,4	"2014"
"Madagascar"	"Adult population - not overweight (thousands)"	8694,1	"2014"
"Malawi"	"Adult population - not overweight (thousands)"	5777,9	"2014"
"Malaysia"	"Adult population - not overweight (thousands)"	12109,7	"2014"
"Maldives"	"Adult population - not overweight (thousands)"	155,8	"2014"
"Mali"	"Adult population - not overweight (thousands)"	5425,1	"2014"
"Malta"	"Adult population - not overweight (thousands)"	118	"2014"
"Mauritania"	"Adult population - not overweight (thousands)"	1382,6	"2014"
"Mauritius"	"Adult population - not overweight (thousands)"	521,4	"2014"
"Mexico"	"Adult population - not overweight (thousands)"	27830,7	"2014"
"Micronesia, Fed. Sts."	"Adult population - not overweight (thousands)"	14,3	"2014"
"Moldova"	"Adult population - not overweight (thousands)"	1652	"2014"
"Mongolia"	"Adult population - not overweight (thousands)"	944,8	"2014"
"Montenegro"	"Adult population - not overweight (thousands)"	207	"2014"
"Morocco"	"Adult population - not overweight (thousands)"	9749,7	"2014"
"Mozambique"	"Adult population - not overweight (thousands)"	9439,2	"2014"
"Myanmar"	"Adult population - not overweight (thousands)"	27103,7	"2014"
"Namibia"	"Adult population - not overweight (thousands)"	760,6	"2014"
"Nepal"	"Adult population - not overweight (thousands)"	12569,5	"2014"
"Netherlands"	"Adult population - not overweight (thousands)"	5820	"2014"
"New Zealand"	"Adult population - not overweight (thousands)"	1179,6	"2014"
"Nicaragua"	"Adult population - not overweight (thousands)"	1722,8	"2014"
"Niger"	"Adult population - not overweight (thousands)"	6140,3	"2014"
"Nigeria"	"Adult population - not overweight (thousands)"	55524,4	"2014"
"Norway"	"Adult population - not overweight (thousands)"	1599,6	"2014"
"Oman"	"Adult population - not overweight (thousands)"	1153,7	"2014"
"Pakistan"	"Adult population - not overweight (thousands)"	77020,1	"2014"
"Panama"	"Adult population - not overweight (thousands)"	962,2	"2014"
"Papua New Guinea"	"Adult population - not overweight (thousands)"	1945,5	"2014"
"Paraguay"	"Adult population - not overweight (thousands)"	1879,8	"2014"
"Peru"	"Adult population - not overweight (thousands)"	8345,2	"2014"
"Philippines"	"Adult population - not overweight (thousands)"	43211,7	"2014"
"Poland"	"Adult population - not overweight (thousands)"	12846,4	"2014"
"Portugal"	"Adult population - not overweight (thousands)"	3728,9	"2014"
"Qatar"	"Adult population - not overweight (thousands)"	468,2	"2014"
"Romania"	"Adult population - not overweight (thousands)"	6772,6	"2014"
"Russian Federation"	"Adult population - not overweight (thousands)"	48425,8	"2014"
